Nome: JUAZEIRO (MANDACARU)
Codigo Estacao: V002
Latitude: -0.2033333
Longitude: -0.20333332
Altitude: 72.72
Situacao: Operante
Data Inicial: 2022-01-01
Data Final: 2022-07-31
Periodicidade da Medicao: Diaria

Dia;Ta (max)(ÂºC);Ta (med)(ÂºC);Ta (min)(ÂºC);Ur (max)(%);Ur (med)(%);Ur (min)(%);Rg (MJ-m²);Vv (m-s);ETo (mm);Prec (mm)
2023-10-01;35.38;26.4;16.48;91.1;59.06;26.21;26.9;1.57;5.71;0
2023-09-30;35.39;27.5;20.64;81.3;60.97;29.31;26.33;3.42;7.3;0
2023-09-29;37.27;29.56;20.85;79.9;65.63;31.02;25.33;2.7;6.88;0
2023-09-28;37.27;27.93;20.06;83.6;44.08;29.09;24.53;0.79;4.8;0
2023-09-27;35.43;28.19;22.4;80.5;63.77;37.87;24.91;1.13;5.15;0
2023-09-26;36.58;29.06;23.19;85.7;58.66;33.78;2.84;1.67;2.98;0
2023-09-25;37.4;29.03;22.07;88.8;58.1;28.08;24.63;1.28;5.43;0
2023-09-24;36.05;27.92;21.87;87.9;59.18;31;22.4;1.7;5.41;0
2023-09-23;34.66;26.78;20.4;89.3;60.61;36.18;24.14;1.53;5.22;0
2023-09-22;34.08;26.5;18.19;91.1;61.6;33.34;24.84;2.17;5.7;0
2023-09-21;32.56;26.02;19.77;84.2;75;41;3.87;3.06;3.8;0
2023-09-20;32.96;26.46;22.03;82.8;73;39.65;20.31;3.04;5.65;0
2023-09-19;30.49;25.36;20.8;84.3;78.7;53.67;18.54;3.05;4.65;0
2023-09-18;32.21;25.95;20.58;88.2;74.5;41.09;19.29;3.54;5.54;0
2023-09-17;32.85;26.11;18.94;88.6;71.2;42.59;22.28;3.48;5.82;0
2023-09-16;34.11;27.15;20.96;81.6;69;32.23;24.1;3.54;6.77;0
2023-09-15;36.22;27.19;17.19;97.1;63.16;28.43;24.23;2.02;5.8;0
2023-09-14;33.26;25.62;19.49;87.4;67.31;35.73;22.4;2.3;5.38;0
2023-09-13;33.51;26.28;20.09;83.9;66.93;32.79;24.29;3.24;6.39;0
2023-09-12;34.2;26.27;19.02;88.2;77.3;31.06;24.43;3.14;6.43;0
2023-09-11;31.26;25.37;20.82;91.5;76;47.05;19.44;3.42;5.05;0
2023-09-10;33.66;25.81;20.42;84.4;83.5;34.79;22.58;3.77;6.51;0
2023-09-09;32.76;25.55;19.42;85.3;67.08;31.53;25.04;2.92;6.11;0
2023-09-08;31.68;24.78;17.73;89.3;70.9;41.48;20.89;3.12;5.29;0
2023-09-07;32.68;26.02;21.27;85.2;66.66;37.1;22.27;3.58;6.1;0
2023-09-06;33.83;26.43;21.09;81.9;81.5;24.72;24.82;3.79;7.16;0
2023-09-05;33.83;26.87;22.02;81.8;67.25;36.17;20.4;2.64;5.54;0
2023-09-04;33.12;26.15;19.74;85;68.02;34.24;20.57;2.49;5.32;0
2023-09-03;33.88;26.92;20.15;80.7;60.29;30.26;23.04;2.91;6.15;0
2023-09-02;34.22;26.6;19.41;87.8;63.04;32.09;17.48;2.28;4.99;0
2023-09-01;34.74;27.54;22.42;86.5;66.77;26.09;19.59;2.19;5.36;0
2023-08-31;35.32;27.69;20.27;91.4;65.93;34.24;21.75;1.49;4.83;0
2023-08-30;35.28;27.5;20.28;93.9;58.88;33.97;22.04;1.2;4.59;0
2023-08-29;32.28;26.9;22.42;86.6;69.69;46.99;2.59;2.05;2.58;0
2023-08-28;32.99;27.32;22.7;86.9;64.5;46.75;16.64;1.18;3.72;0
2023-08-27;37.08;27.96;17.41;90.1;63.61;24.8;22.65;0.75;4.19;0
2023-08-26;36.45;26.29;16.3;92.9;56.14;21.67;22.43;0.57;3.81;0
2023-08-25;36.06;26.85;17.31;96.2;59.51;24.78;22.31;0.81;4.14;0
2023-08-24;35.47;27.16;20.76;90.4;62.16;30.35;21.47;1.78;5.08;0
2023-08-23;34.38;26.45;20.01;92.1;67.97;34.37;18.78;1.79;4.6;0
2023-08-22;34.13;27.06;19.59;94.3;74.5;39.41;21.8;2.19;5.07;0
2023-08-21;35.87;27.32;17.71;93.9;72.7;34.03;20.56;1.71;4.83;0
2023-08-20;33.35;26.79;21.22;86;69.76;39.33;17.72;1.65;4.23;0
2023-08-19;32.85;24.54;16.78;93.7;69.39;39.54;20.61;1.21;4.02;0
2023-08-18;31.43;24.65;20.19;89.6;71.7;47;14.81;2.51;4.07;0
2023-08-17;31.5;24.04;17.11;92.8;85.9;42.99;18.87;2.94;4.75;0
2023-08-16;31.74;24.21;16.58;95.2;73.5;38.04;21.05;3.22;5.25;0
2023-08-15;30.51;24.18;16.93;92.9;75.4;45.4;17.74;3.34;4.61;0
2023-08-14;31.61;24.85;19.05;85.7;74.3;35.73;20.11;3.48;5.53;0
2023-08-13;32.03;24.72;18.9;88.5;65.94;22.49;21.51;3.1;5.82;0
2023-08-12;30.62;24.57;19.95;91.7;72.3;38.31;20.76;3.29;5.14;0
2023-08-11;30.64;23.89;17.65;93.4;81.3;46.34;18.84;3;4.51;0
2023-08-10;30.03;23.51;17.91;92.9;83.6;45.46;16.6;2.73;4.14;0
2023-08-09;28.96;23.68;19.04;88.9;85.6;55.46;12.61;3.36;3.67;0
2023-08-08;32.16;24.83;17.95;94.7;69.41;39.38;20.06;2.4;4.66;0
2023-08-07;31.54;24.67;18.68;93.5;80.1;46.15;18.59;2.51;4.35;0
2023-08-06;32.57;25.11;18.94;84.7;82.4;38.48;19.56;3.21;5.33;0
2023-08-05;31.42;23.75;15.76;95.5;69.53;35.03;20.97;2.56;4.8;0
2023-08-04;30.43;23.24;16.54;97;71;38.02;20.57;2.09;4.27;0
2023-08-03;29.08;24.16;19.99;96.9;79.3;52.81;12.99;2.67;3.38;0
2023-08-02;28.79;22.91;19.9;97.7;91.3;62.32;14.89;3.3;3.42;0
2023-08-01;30.99;24.24;18.01;92;82.2;46.08;16.04;3;4.29;0
2023-07-31;30.83;24.7;19.34;84.3;77.6;39.61;19.97;3.39;5.12;0
2023-07-30;31.88;24.92;20.59;87.3;69.6;40.03;15.74;2.37;4.22;0
2023-07-29;32.48;25.57;18.58;94;68.71;38.72;19.54;1.96;4.28;0
2023-07-28;33.11;25.47;18.15;97.3;78.4;35.12;19.26;2.37;4.66;0
2023-07-27;29.94;23.48;17.45;93.5;83;50.21;14.77;2.62;3.67;0
2023-07-26;32.38;24.56;17.45;96;68.55;35.41;19.24;2.36;4.54;0
2023-07-25;30.21;23.44;15.22;96;77.8;42.13;18.54;2.59;4.17;0
2023-07-24;31.89;23.7;15.39;95.7;66.99;35.19;19.24;2.73;4.73;0
2023-07-23;31.49;23.67;15.04;96.2;69.6;35.34;18.3;2.69;4.56;0
2023-07-22;31.73;23.9;16.56;93.3;69.01;34.61;19.79;3.02;4.96;0
2023-07-21;30.17;23.59;18.75;85.7;72.2;40.32;15.63;2.87;4.29;0
2023-07-20;30.81;24.19;17.15;91.1;69.53;34.93;17.93;3.74;5.15;0
2023-07-19;30.82;24.5;17.25;95.7;77.1;42.17;15.73;2.64;4.03;0
2023-07-18;31.54;24.15;16.92;95.3;75.1;37.81;18.75;2.07;4.1;0
2023-07-17;32.2;24.39;16.58;95.8;72.8;34.48;16.45;2.22;4.17;0
2023-07-16;32.39;24.53;16.15;96.8;76.5;35.43;17.21;2.22;4.22;0
2023-07-15;33.4;25.08;16.11;95.9;68.34;30.64;18.59;2.07;4.43;0
2023-07-14;34.66;25.46;18.17;93;69.63;30.58;18.39;0.68;3.19;0
2023-07-13;32.13;27.08;21.25;67.89;65.65;38.94;18.34;1.13;3.55;0
2023-07-12;31.94;25.11;18.53;94.8;71.2;36.78;17.72;2.16;4.14;0
2023-07-11;32.86;25.4;19.9;92;83.8;42.74;18.43;1.98;4.11;0
2023-07-10;30.95;24.78;19.86;95.3;75.8;48.93;13.51;1.87;3.24;0
2023-07-09;33.88;26.03;20.06;95.8;84.8;39.89;15.65;1.7;3.76;0
2023-07-08;28.81;24.21;20.1;93.3;86.9;59.43;11.52;2.98;3.1;0
2023-07-07;29.31;24.03;18.44;91.1;78.7;56.38;12.61;2.61;3.22;0
2023-07-06;29.82;22.64;16;95.5;87.8;46.82;17.07;2.22;3.63;0
2023-07-05;28.32;21.97;15.09;95.8;82.5;49.02;16.37;2.94;3.68;0
2023-07-04;29.68;23.47;18.02;88.8;74.2;43.08;16.76;3.5;4.45;0
2023-07-03;30.33;23.31;17.65;96.4;74.7;47.61;14.07;1.93;3.25;0
2023-07-02;30.3;23.12;17.81;95.4;85.4;49.31;13.47;1.45;2.9;0
2023-07-01;29.34;23.43;18.85;92.5;88.6;50.44;12.05;2.55;3.29;0
2023-06-30;30.3;24.54;19.38;91.9;83.4;44.79;17.78;3.31;4.34;0
2023-06-29;31.13;24.11;18.01;96.8;84;47.37;16.44;2.13;3.58;0
2023-06-28;30.22;24.35;19.84;88.9;84.6;45.98;17.3;2.83;4.07;0
2023-06-27;29.5;23.61;19.72;89.7;78.4;52.93;12.47;2.77;3.37;0
2023-06-26;30;23.13;14.65;98.1;87.2;46.68;16.01;1.89;3.27;0
2023-06-25;31.31;24.66;20.03;91.2;79.5;39.67;15.33;2.99;4.29;0
2023-06-24;28.78;23.5;19.7;89.8;87.3;56.26;13.76;2.67;3.27;0
2023-06-23;26.98;22.16;17.72;92;86.5;57.73;12.06;2.97;2.98;0
2023-06-22;27.7;21.65;18.2;96.9;88.8;56.3;9.42;2.81;2.75;0
2023-06-21;26.33;20.96;17.51;97.8;93.5;70.6;10.4;2.44;2.2;0
2023-06-20;27.46;22.66;19.4;97;92.1;61.1;8.95;3.33;2.69;0
2023-06-19;30.79;25.13;19.42;92.7;91;51.12;13.66;2.8;3.61;0
2023-06-18;31.32;24.04;18.02;98.4;79.7;44.21;17.22;1.88;3.56;0
2023-06-17;30.8;24.26;19.31;97.1;89;49.95;15.94;2.07;3.44;0
2023-06-16;31.38;24.98;20.12;89.8;81.8;40.12;14.32;2.53;3.94;0
2023-06-15;31.64;25.4;19.48;97.2;79.2;49.63;14.69;2.28;3.52;0
2023-06-14;31.16;24.6;18.76;96.2;87.9;45.25;16.63;2.52;3.88;0
2023-06-13;30.18;24.24;18.79;97.9;91.7;55.8;13.18;1.86;2.9;0
2023-06-12;31.75;24.79;20.07;96;88.5;49.6;14.89;2.53;3.7;0
2023-06-11;31.17;24.13;17.47;98.9;92.6;50.52;14.09;2.06;3.26;0
2023-06-10;31.91;24.6;18.5;98.4;90.4;42.4;18.6;2.24;4.01;0
2023-06-09;31.29;24.44;20.07;98.4;88.3;46.07;16.58;1.77;3.46;0.25
2023-06-08;29.98;24.07;20.9;97.3;96.8;59.02;12.29;2.5;3.02;2.54
2023-06-07;30.6;23.95;20.42;92.4;88.3;57.77;12.5;3.24;3.48;0
2023-06-06;30.88;24.04;18.07;98.5;86.2;48.34;17.74;2.53;3.85;0
2023-06-05;28.21;22.9;19.91;95.5;95.4;63.2;9.65;2.91;2.67;0
2023-06-04;27.82;24.26;21.24;91.3;81;60.62;9.86;3.57;3.04;0
2023-06-03;29.14;24.31;21.91;92;85.4;64.07;11.64;3.72;3.22;0
2023-06-02;31.57;25.6;20.53;95;83.5;52.27;15.55;2.54;3.72;0
2023-06-01;31.73;25.25;19.73;96.8;85.2;44.32;17.51;1.99;3.78;0
2023-05-31;31.59;24.36;18.78;95.7;84;49.45;18.95;2.11;3.9;0
2023-05-30;31.6;25.35;21.39;92.5;81.6;47.03;17.86;2.57;4.18;0
2023-05-29;33.03;25.57;20.04;98.4;85.7;47.29;17.35;1.26;3.45;0
2023-05-28;30.63;24.5;21.31;97.7;93.4;57.71;13.44;1.92;3.05;0.51
2023-05-27;30.07;24.41;21.27;98.5;97.8;61.61;14.84;2.97;3.38;1.78
2023-05-26;29.91;23.71;21.47;98.4;91.8;63.59;13.22;2.35;2.98;2.03
2023-05-25;29.64;23.94;19.92;97.6;95.6;62.4;1.9;2.67;1.95;0.51
2023-05-24;29.62;23.39;19.08;99;92.9;61.69;13.27;2.37;2.98;0.25
2023-05-23;28.59;23.67;21.18;97.2;93.2;67.71;11.09;2.97;2.72;1.52
2023-05-22;31.8;25.63;21.41;93.1;76.5;49.08;16.14;3.51;4.44;0
2023-05-21;30.29;25.26;20.37;83.2;83;54.22;15.57;2.9;3.94;0
2023-05-20;27.64;24.07;20.36;89;72.4;58.81;11.43;2.46;2.94;0
2023-05-19;30.71;24.92;21.29;89.8;81.9;54.33;12.4;2.83;3.56;0
2023-05-18;31.62;25.62;21.31;93.5;83.3;50.2;13.71;2.39;3.63;0
2023-05-17;32.7;25.94;20.3;96;81.1;46.69;17.42;1.06;3.38;0
2023-05-16;32.98;26.71;20.96;95.9;74.1;47.35;17.37;1.12;3.46;0
2023-05-15;32.36;25.58;21.01;97.6;84.8;48.14;16.93;0.94;3.25;0
2023-05-14;32.81;25.63;22.17;98.5;97.5;53.98;15.08;0.65;2.91;7.11
2023-05-13;32.62;26.37;22.15;96.8;96.8;54.13;14.13;0.99;2.97;4.83
2023-05-12;34.68;26.93;21.27;93.2;86.1;42.06;17.86;0.78;3.44;0
2023-05-11;33.9;26.81;21.92;91.7;70;43.37;16.08;0.53;3.01;0
2023-05-10;33.33;27.3;20.99;96.8;73;47.46;18.97;1.17;3.73;0
2023-05-09;33.97;26.8;21.08;95.8;81.3;41.41;18.64;1.47;4.01;0
2023-05-08;32.73;26.09;20.4;96.3;86.1;42.7;20.12;1.59;4.1;0
2023-05-07;32.26;26.08;21.41;94.9;84.8;49.16;16.78;1.99;3.88;0
2023-05-06;30.92;25.78;21.87;91.8;81.9;55.95;15.17;1.64;3.34;0
2023-05-05;32.66;26.83;22.89;92.6;79.3;51.38;16.2;1.62;3.68;0
2023-05-04;31.79;26.15;22.25;96.1;85.7;54.6;15.48;1.15;3.21;0
2023-05-03;32.29;25.97;23.06;92.4;89.8;55.09;15.19;1.22;3.29;0
2023-05-02;32.53;25.73;22.25;99;88.2;50.93;18.4;0.49;3.3;2.79
2023-05-01;30.7;25.27;22.95;98.7;98.6;61.21;16.43;1.15;3.23;1.52
2023-04-30;33.88;27.29;23.4;94;90.6;42.38;17.7;1.3;3.9;8.64
2023-04-29;33.88;27.29;22.16;98.3;83.4;48.66;17.48;0.62;3.35;0.51
2023-04-28;33.29;25.96;20.39;97.6;90.8;47.62;18.14;0.62;3.33;6.1
2023-04-27;31.44;26.22;22.52;91.2;83.1;56.08;13.99;1.07;3.02;0
2023-04-26;30.7;26.1;19.96;96;76.2;55.95;16.29;2.3;3.69;0
2023-04-25;32.05;25.6;19.82;95.7;85.9;47.89;18.52;2.02;4.12;0
2023-04-24;30.95;25.17;20.06;96.3;82.7;46.09;18.74;2.51;4.31;0
2023-04-23;32.36;25.04;19.72;98.5;82.3;45.79;16.27;2.06;3.95;0
2023-04-22;30.98;25.29;19.82;95.8;93.1;57.46;16.09;3.37;4.04;0
2023-04-21;34.1;27.17;21.89;98.8;71.8;43.13;16.5;0.63;3.27;0
2023-04-20;33.46;25.89;20.26;98;96;49.85;14.43;0.49;2.83;29.21
2023-04-19;35.55;28.08;22.74;91.2;88;45.78;19.06;1.09;4.1;0
2023-04-18;35.6;27.38;19.69;93.7;76.9;40.06;22.05;0.52;3.9;0
2023-04-17;35.55;26.92;21.1;90.4;88.6;29.86;20.71;0.94;4.14;0
2023-04-16;36.35;27.99;21.24;86.9;50.74;25.1;22.31;0.68;4.05;0
2023-04-15;34.7;26.87;20.27;95.1;69.33;38.19;21.47;1;4.21;0
2023-04-14;34.32;28.02;22.76;84.6;67.02;44.03;19.19;1.08;4.06;0
2023-04-13;34.11;27.18;20.27;94.4;70.6;33.72;21.16;1.36;4.46;0
2023-04-12;34.41;27.41;21.22;87.2;70.3;38.73;21.17;1.46;4.59;0
2023-04-11;33.83;27.06;20.85;94.6;75.1;40.66;19.88;1.05;4.03;0
2023-04-10;34.45;27.48;21.47;95.9;77.2;41.67;18.57;0.51;3.52;0
2023-04-09;31.58;26.21;23.01;93.6;93.1;63.18;15.82;0.7;3.15;0
2023-04-08;34.85;27.97;21.84;89.1;77.7;41.58;22.19;1.67;4.93;0
2023-04-07;32.14;26.61;20.7;94.5;76.9;50.98;16.41;1.19;3.52;0
2023-04-06;32.42;26.3;21.55;88.5;81.2;41.93;17.65;1.66;4.15;0
2023-04-05;32.47;26.67;22.91;87.7;76.4;47.88;19.47;1.96;4.51;0
2023-04-04;33.83;26.9;21.71;90.7;79;41.6;21.68;1.72;4.8;0
2023-04-03;33.15;26.39;21.07;92.9;75.6;34.84;19.11;1.3;4.18;0
2023-04-02;34.24;26.32;19.68;95.7;90.5;39.24;20.37;0.55;3.74;0
2023-04-01;33.92;26.72;21.65;92.9;86.7;41.8;23.05;1.13;4.59;0
2023-03-31;32.5;25.06;18.51;97.9;84.1;42.57;18.52;1.67;4.16;0
2023-03-30;30.32;25.21;22.83;93.6;80.7;61.78;14.89;2.46;3.6;0
2023-03-29;33.47;26.81;19.99;96.1;80.3;43.24;20.65;2.03;4.76;0
2023-03-28;32.92;26.1;20.1;94.2;75.9;40.55;24.11;1.52;4.85;0
2023-03-27;32.52;26.53;20.74;92;89.9;47.79;17.19;0.93;3.57;0
2023-03-26;32.84;27.05;23.15;92.5;90.1;49.5;21.51;1.72;4.67;0
2023-03-25;33.28;26.74;22.2;97.5;86.8;49.15;21.92;1.3;4.5;0
2023-03-24;32.05;25.69;20.13;96.9;92.5;51.12;19.84;1.41;4.09;0
2023-03-23;32.94;25.88;21.17;99.3;83.2;44.9;22.11;2.18;4.95;0
2023-03-22;30.77;23.66;21.53;99.2;97.5;59.67;14.31;0.85;2.98;14.99
2023-03-21;27.76;24.03;20.76;98.4;96.8;68.92;10.78;0.41;2.16;8.64
2023-03-20;31.52;24.34;20.55;98.7;91.3;56.44;16.91;0.97;3.43;9.65
2023-03-19;34.68;26.38;20.98;96.4;96.3;40.14;19.83;1.61;4.63;2.54
2023-03-18;29.57;25.4;21.08;90;90;58.38;10.27;1.38;2.68;0
2023-03-17;33.31;27.22;21.61;86.3;65.47;41.58;18.51;1.12;4.04;0
2023-03-16;32.86;26.01;19.46;97.3;80.8;42.97;18.7;0.64;3.6;0
2023-03-15;30.12;25.4;20.46;94.7;94.5;57.92;14.24;1.7;3.31;0
2023-03-14;32.16;26.67;23.29;92.3;86.1;53.01;16.04;2.06;4.04;0
2023-03-13;33.75;27.59;22.41;85.8;83;43.72;21;2.13;5.11;0
2023-03-12;34.04;28.31;21.88;85.7;69.64;41.44;19.34;2.06;4.93;0
2023-03-11;33.37;27.3;22.37;83.9;63.88;42.94;16.08;1.56;4.11;0
2023-03-10;33.57;27.56;22.27;79.4;61.82;41;20.71;1.94;5.05;0
2023-03-09;35.34;28.38;21.96;82.5;69.95;35.5;23.2;2.4;5.96;0
2023-03-08;35.66;28.4;21.77;82.9;55.54;26.91;25.39;2.27;6.3;0
2023-03-07;35.94;28.86;22.37;83;63.26;33.21;23.54;2.62;6.33;0
2023-03-06;36.59;29.84;23.11;83.1;59.28;32.26;21.94;1.71;5.46;0
2023-03-05;35.65;28.56;21.8;84.4;55.95;35.5;24.75;1.58;5.51;0
2023-03-04;34.81;28.46;23.04;81.4;60.56;38.46;22.34;2.53;5.88;0
2023-03-03;36.15;28.48;22.73;85.8;64.09;35.1;23.48;2.15;5.92;0
2023-03-02;35.57;28.82;23.09;83.2;64.07;35.01;21.34;2.51;5.92;0
2023-03-01;34.56;28.58;22.22;89.3;64.29;38.12;20.17;2.13;5.21;0
2023-02-28;35.39;28.56;22.37;78.5;73;36.97;21.33;2.35;5.79;0
2023-02-27;36.42;29;23.2;83.9;72.3;34.36;23.57;2.08;6;0
2023-02-26;36.22;28.71;23.89;86.8;80.7;37.61;20.18;1.78;5.23;0
2023-02-25;34.36;28.13;22.94;82.3;71.9;43.41;21.32;2.07;5.31;0
2023-02-24;35.94;28.78;22.89;84.1;65.46;33.96;4.49;2.15;3.66;0
2023-02-23;35.46;28.32;21.81;88.4;69.99;37.42;23.06;1.98;5.62;0
2023-02-22;35.38;28.28;19.55;92.6;66.09;36.34;23.74;2.38;5.93;0
2023-02-21;34.52;27.52;23.04;87.6;71.1;40.35;17.76;3.01;5.52;0
