Nome: PETROLINA (BEBEDOURO)
Codigo Estacao: V001
Latitude: -0.38833333
Longitude: -0.52333332
Altitude: 72.72
Situacao: Operante
Data Inicial: 2022-01-01
Data Final: 2022-07-31
Periodicidade da Medicao: Diaria

Dia;Ta (max)(ÂºC);Ta (med)(ÂºC);Ta (min)(ÂºC);Ur (max)(%);Ur (med)(%);Ur (min)(%);Rg (MJ-m²);Vv (m-s);ETo (mm);Prec (mm)
2018-11-10;37.09;29.71;24.17;74.4;66.02;30.64;29.16;2.61;7.78;0
2018-11-09;36.2;29.26;24.04;74.71;66.11;33.85;22.39;2.52;6.6;0
2018-11-08;35.78;28.5;22.64;73.48;62.04;32.98;29.05;2.23;7.16;0
2018-11-07;35.47;29.22;23.85;70.57;51.89;33.52;24.94;2.79;7.12;0
2018-11-06;37.63;30.66;22.86;75.14;53.25;25.95;27.52;1.56;6.63;0
2018-11-05;36.67;29.29;23.51;77.38;53.04;35.17;25.15;1.51;6.09;0
2018-11-04;36.52;28.99;23.2;75.13;60.57;29.97;25.32;2.06;6.68;0
2018-11-03;36.96;28.72;21.03;76.53;45.51;30.51;30.39;1.39;6.66;0
2018-11-02;35.41;28.14;21.92;72.84;64.96;27.88;29.62;2.16;7.18;0
2018-11-01;35.23;28.48;23.4;78.24;61.21;32.53;20.9;2.23;6.02;0
2018-10-31;34.53;28.5;23.33;78.46;78.03;40.69;14.74;2.42;5.07;0
2018-10-30;37.78;28.45;21.84;94.6;76.72;33.01;24.97;1.95;6.48;2.1
2018-10-29;38.56;29.97;21.95;84.7;83.7;31;24.22;2.02;6.67;0
2018-10-28;38.79;30.46;23.57;77.68;57.34;27.68;30.36;1.12;6.72;0
2018-10-27;36.83;29.04;22.77;76.71;55.96;32.3;30.29;2.05;7.33;0
2018-10-26;36.93;29.44;22.57;71.67;50.88;26.04;30.84;2.41;7.88;0
2018-10-25;36.38;29.28;24.46;79.4;50.16;28.54;26.83;2.52;7.32;0
2018-10-24;35.84;28.62;23.06;86.2;77.95;30.54;23.26;3.31;7.21;0
2018-10-23;32.5;26.81;22.24;83.5;72.84;46.72;17.76;3.59;5.59;0
2018-10-22;36.24;29.45;24.68;73.69;73.45;32.01;23.66;3.62;7.76;0
2018-10-21;38.27;30.05;23.05;80.8;55.73;29.26;27.86;0.76;5.88;0
2018-10-20;36.53;28.79;23.47;77.58;77.58;35.07;28.29;1.53;6.55;0
2018-10-19;35.71;28.21;23.38;86.7;65.04;37.64;23.15;1.68;5.77;0.4
2018-10-18;33.19;26.98;22.63;92.8;86.3;47.71;20.73;1.36;4.76;6.6
2018-10-17;34.94;29.14;25.34;75.91;72.54;41.34;19.28;1.34;4.94;0
2018-10-16;37.43;30.03;24.37;72.89;54.74;32.55;28.88;0.66;5.9;0
2018-10-15;37;29.23;23.21;77.61;60.33;31.71;29.76;1.27;6.56;0
2018-10-14;35.3;27.76;23.01;71.73;59.3;33.62;23.31;2.12;6.28;0
2018-10-13;34.68;27.78;21.75;74.05;56.91;32.59;29.34;2.61;7.31;0
2018-10-12;35.45;27.86;22.29;75.08;62.91;29.9;26.45;2.34;6.91;0
2018-10-11;35.19;28.12;21.05;76.99;56.97;29.7;29.96;2.82;7.64;0
2018-10-10;35.41;27.74;20.72;71.86;46.97;22.25;29.37;2.8;7.82;0
2018-10-09;35.66;28.33;21.7;78.27;53.95;24.31;26.19;3.22;7.76;0
2018-10-08;35.19;27.9;22.94;71.47;57.63;33.42;14.68;2.68;5.68;0
2018-10-07;34.96;28.06;22.02;72.52;60.7;32.03;30.01;2.05;7;0
2018-10-06;35.57;28.69;23.04;77.63;55.2;33.92;26.12;2.18;6.65;0
2018-10-05;36.51;28.79;22.42;79.06;54.57;30.42;28.29;1.63;6.58;0
2018-10-04;35.31;27.55;21;79.25;53.46;31.56;30.07;1.96;6.89;0
2018-10-03;35.07;27.52;20.91;73.66;57.89;26.87;29.26;2.56;7.39;0
2018-10-02;35.1;27.6;22.81;74.24;53.49;29.09;27.83;2.89;7.49;0
2018-10-01;35.3;28.39;23.83;72.15;61.63;32.52;21.26;2.7;6.54;0
2018-09-30;36.99;29.11;21.81;77.67;47.43;27.74;29.53;1.52;6.79;0
2018-09-29;35.22;27.1;20.94;79.11;48.81;28.62;25.38;2.05;6.49;0
2018-09-28;35.29;27.99;21.46;76.37;54.89;27.58;27.11;3.25;7.8;0
2018-09-27;34.68;27.73;22.29;73.47;61.19;32.03;22.86;3.11;7;0
2018-09-26;34.55;27.57;23.11;74.44;59.22;32.86;22.37;2.4;6.33;0
2018-09-25;34.96;30.23;25.18;63.83;62.31;31.13;21.59;2.17;6.29;0
2018-09-24;35.56;28.6;21.63;75.57;55.41;29.81;26.8;2.91;7.46;0
2018-09-23;36.36;28.08;21;75.41;48.28;23.34;28.49;1.48;6.5;0
2018-09-22;34.63;27.89;22.42;72.52;51.58;29.47;26.08;2.88;7.27;0
2018-09-21;34.55;27.68;22.32;74.14;56.6;32.58;23.91;3.15;7.08;0
2018-09-20;36.6;29.09;22.77;75.65;54.54;30.47;27.05;3.34;7.99;0
2018-09-19;35.85;28.86;22.29;77.4;53.16;26.95;27.62;3.01;7.74;0
2018-09-18;36.9;29.6;22.82;81.4;54.76;22.98;28.1;2.48;7.55;0
2018-09-17;35.92;28.31;21.52;73.1;48.54;29.26;27.85;2.22;7.04;0
2018-09-16;34.62;27.19;19.92;76.86;55.73;31.99;27.67;2.12;6.62;0
2018-09-15;33.8;26.23;19.11;78.72;60.06;30.39;26.03;2.71;6.78;0
2018-09-14;33.59;26.55;20;72.71;55.02;28.39;26.32;3.74;7.71;0
2018-09-13;33.59;26.55;20;72.71;55.02;28.39;26.32;3.74;7.71;0
2018-09-12;34.86;27.59;20;80.6;44.03;25.76;27.97;3.24;7.7;0
2018-09-11;34.68;27.18;20.6;76.09;62.94;32.48;27.98;3.27;7.54;0
2018-09-10;33.74;26.66;20.44;76.31;64.35;33.33;27.11;2.86;6.96;0
2018-09-09;34.21;26.19;17.59;84.2;61.29;31.88;26.69;3.08;7.02;0
2018-09-08;31.42;24.95;20.62;84.4;79.72;40.36;16.1;3.23;5.24;0
2018-09-07;33.32;26.57;21.73;74.86;63.81;34.08;20.12;4.11;6.98;0
2018-09-06;33.94;27.8;22.23;73.88;60.6;33.71;25.85;3.59;7.4;0
2018-09-05;36.71;28.85;21.66;77.99;53.25;28.5;27.35;1.52;6.3;0
2018-09-04;36.42;27.4;20.06;81.5;48.84;29.85;27.58;1.26;5.96;0
2018-09-03;34.6;27.14;20.82;75.89;53.93;33.04;27.6;2.35;6.73;0
2018-09-02;33.43;26.37;19.62;76.09;71.11;35.42;25.66;2.77;6.56;0
2018-09-01;32.88;25.35;16.1;88.1;53.93;31.79;27.37;1.72;5.78;0
2018-08-31;31.96;25.22;18.88;80.2;71.87;26.39;26.14;2.89;6.57;0
2018-08-30;32.14;25.2;19.26;83.5;70.24;26.36;28.09;3.48;7.16;0
2018-08-29;31.65;25.03;20.51;88.4;70.86;32.9;16.97;3.47;5.64;0
2018-08-28;33.68;26.08;18.69;90.4;63.25;30.98;23.39;3.17;6.47;0
2018-08-27;31.87;25.49;19.12;80.2;67.4;36.14;21.44;3.24;6;0
2018-08-26;32.99;26.33;18.56;79.42;55.51;29.93;27.27;2.68;6.56;0
2018-08-25;33.92;25.85;17.87;83.5;65.55;25.8;26.77;2.49;6.54;0
2018-08-24;33.11;26.22;20.12;84.7;62.56;34.44;24.14;3.21;6.43;0
2018-08-23;33.09;25.95;19.02;83.5;59.87;31.82;24.94;2.73;6.26;0
2018-08-22;31.69;24.96;18.32;88.2;73.23;39.97;19.65;2.72;5.19;0
2018-08-21;32.67;25.97;19.3;81.3;57.78;34.41;25.12;3.3;6.54;0
2018-08-20;32.49;26.22;20.98;83.4;65.18;37.25;20.87;3.64;6.17;0
2018-08-19;31.81;25.65;20.48;81.8;70.82;41.91;17.23;3.16;5.25;0
2018-08-18;33.13;26.16;19.92;77.02;66.07;32.55;26.2;3.73;7.12;0
2018-08-17;33.39;27;22.39;75.5;64.23;30.65;23.54;3.5;6.89;0
2018-08-16;34.29;26.8;20.38;77.07;62.8;30.12;25.09;2.34;6.22;0
2018-08-15;34.04;26.95;20.22;73.66;54.41;29.69;25.7;2.34;6.27;0
2018-08-14;33.97;26.7;21.33;77.08;56.67;33.03;22.05;2.27;5.74;0
2018-08-13;34.19;26.96;19.87;83.7;58.94;34.92;17.5;1.05;4.03;0
2018-08-12;36.36;26.58;17.78;79.95;53.58;27.31;25.68;0.57;4.55;0
2018-08-11;35.41;26.54;20.44;84.6;60.3;28.51;25.52;1.15;5.22;0
2018-08-10;34.63;25.57;17.61;85.8;63.41;30.75;25.82;0.74;4.65;0
2018-08-09;32.8;25.82;19.76;81.5;59.61;33.1;23.35;1.66;5.13;0
2018-08-08;33.11;26.15;19.9;82.4;60.12;34.02;24.62;3.19;6.4;0
2018-08-07;32.76;26.15;19.28;83.4;57.97;33.17;25.73;2.87;6.24;0
2018-08-06;33.46;26.89;21.24;80.3;54.88;33.9;25.03;2.84;6.31;0
2018-08-05;34.69;26.03;17.06;86.1;54.47;27.28;25.37;1.36;5.2;0
2018-08-04;34.02;24.68;17.59;84.7;62.94;25.61;25.45;1.25;5.04;0
2018-08-03;32.78;25.47;19.32;84.6;56.62;28.38;23.42;2.3;5.66;0
2018-08-02;32.87;25.6;20.09;82.8;57.34;30.25;24.76;2.34;5.83;0
2018-08-01;32.68;25.3;19.61;82.6;62.37;35.13;19.28;1.83;4.73;0
2018-07-31;32.3;25.12;20.61;83.4;64.36;37.06;17.77;1.49;4.2;0
2018-07-30;32.46;24.58;18.32;82;61.91;33.17;24.05;1.58;4.95;0
2018-07-29;31.33;24.83;18.69;88.4;64.57;39.55;21.8;2.71;5.21;0
2018-07-28;31.52;24.99;19.3;83.9;74.47;42.24;18.97;2.78;4.98;0
2018-07-27;31.55;24.9;18.45;84.9;69.29;35.45;24.01;2.3;5.32;0
2018-07-26;30.78;24.59;19.98;80.1;68.75;39.83;18.45;2.44;4.75;0
2018-07-25;30.98;24.4;19.03;83.8;73.89;43.19;17.79;3.18;4.97;0
2018-07-24;32.24;25.06;17.8;88;62.1;34.12;20.25;2.84;5.39;0
2018-07-23;31.66;25.23;18.01;82.7;63.77;38.27;24.08;3.52;6;0
2018-07-22;31.78;25.19;18.61;84.6;67.15;36.48;23.22;3.15;5.77;0
2018-07-21;31.53;24.44;18.06;88.1;71.23;38.28;18.91;2.3;4.68;0
2018-07-20;31.43;24.61;19.49;85.9;77.84;36.21;17.73;3.1;5.17;0
2018-07-19;29.11;23.42;19.74;90.1;71.33;53.77;13.19;1.94;3.29;0.4
2018-07-18;31.59;27.13;22.06;60.32;60.32;36.74;19.5;2.64;5.44;0
2018-07-17;31.72;24.79;16.58;90.8;58.41;38.07;21.06;2.79;5.16;0
2018-07-16;30.54;24.04;15.84;91.9;62.38;37.28;19.21;2.53;4.68;0
2018-07-15;32.2;24.51;17.93;82.8;59.59;27.31;23.89;1.7;4.95;0
2018-07-14;31.98;24.46;19.2;83.5;57.69;29.59;22.58;1.9;4.97;0
2018-07-13;31.71;24.82;18.88;85.5;61.63;38.56;17.5;2.31;4.57;0
2018-07-12;32.72;26.89;22.87;76.65;66.2;39.65;19.33;3.05;5.53;0
2018-07-11;32.69;26.32;20.45;80.4;58.39;39.03;22.62;1.83;4.91;0
2018-07-10;32.58;24.78;14.99;90.6;62.67;33.21;23.26;1.39;4.48;0
2018-07-09;31.84;25.08;17.11;93.8;57.83;31.62;22.01;2.05;4.86;0
2018-07-08;32.98;25.12;16.79;90.4;67.16;27.83;23.6;1.94;5.13;0
2018-07-07;33.02;25.94;20.84;73.75;68.99;36.28;15.58;2.57;4.94;0
2018-07-06;29.91;24.87;18.56;87.5;67.15;49.78;11.01;2.5;3.51;0
2018-07-05;;;;;;;;;;
2018-07-04;31.89;25.18;19.01;88.3;67.61;30.61;22.16;2.34;5.17;0
2018-07-03;32.59;25.57;20.2;86.7;68.48;34.26;21.17;1.94;4.82;0
2018-07-02;31.36;25.07;20.72;91.2;75.69;46.93;14.71;2.56;4.09;0
2018-07-01;32.83;25.01;17.79;92.7;73.56;28.37;23.34;1.36;4.55;0
2018-06-30;31.89;25.38;19.58;84.5;63.07;33.58;22.48;1.93;4.84;0
2018-06-29;32.22;24.64;17.85;89.3;71.25;36.24;20.75;2.54;5.03;0
2018-06-28;31.55;24.79;18.67;87.9;71.58;37.01;21.19;2.56;5.01;0
2018-06-27;32.19;24.79;16.26;95.8;71.99;32.76;20.48;1.87;4.51;0
2018-06-26;32.2;24.42;15.23;92.8;76;34.73;20.27;1.78;4.4;0
2018-06-25;31.74;24.67;17.33;86.4;54.71;32.58;21.38;2.91;5.4;0
2018-06-24;31.89;24.94;17.95;89.8;60.76;28.16;23.09;3.25;5.89;0
2018-06-23;32.04;25.62;20.1;84.4;65.99;35.68;22.01;3.59;5.89;0
2018-06-22;32.27;24.63;17.3;91.8;71.6;37.26;22.96;1.94;4.77;0
2018-06-21;31.61;24.34;16.63;94;71.28;36.02;20.82;2.15;4.64;0
2018-06-20;31.13;24.04;17.23;94.9;72.93;38.69;19.72;2.39;4.57;0
2018-06-19;31.47;23.52;19.78;94.7;89.2;42.54;14.48;2.42;4.04;0.4
2018-06-18;27;23.28;20.21;93.9;93.2;60;12.14;2.73;3.05;0.3
2018-06-17;30.59;24.79;21.57;83.6;74.4;50.05;13.06;2.04;3.58;0
2018-06-16;32.29;24.98;18.33;88.9;69.39;35.5;20.58;1.92;4.61;0
2018-06-15;32.38;25.09;19.44;89.6;74.83;41.11;18.46;2.36;4.61;0
2018-06-14;32.74;25.12;17.29;91.5;71.74;35.95;20.61;1.77;4.5;0
2018-06-13;32.04;25.28;20.16;84.9;68.99;42.79;14.14;1.94;3.88;0
2018-06-12;32.62;25.79;20.83;82.2;70.15;39.25;16.45;2.05;4.37;0
2018-06-11;32.61;25.8;18.63;91.9;68.41;39.26;19.36;2.3;4.7;0
2018-06-10;32.72;26.46;20.37;86;68.81;41.82;18.22;2.43;4.71;0
2018-06-09;34.93;28.07;22.85;83.8;67.42;36.57;15.1;1.87;4.38;0
2018-06-08;34.01;27.16;22.05;86.5;72.33;42.41;15.72;1.46;3.9;0
2018-06-07;34.17;26.38;19.32;93.7;78.79;39.76;21.89;1.53;4.61;0
2018-06-06;33.4;25.94;18.71;91.6;79.29;34.81;22.84;1.76;4.85;0
2018-06-05;33.29;25.77;20.12;87.8;83.3;38.26;21.12;2.19;4.99;0
2018-06-04;32.26;25.86;22.95;82.3;74.56;48.76;12.93;2.2;3.88;0
2018-06-03;34.37;27.59;23.69;81.5;73.6;38.97;17.25;2;4.67;0
2018-06-02;34.52;26.75;21.16;90.3;72.9;35.79;20.02;0.99;4.09;0
2018-06-01;33.22;25.77;19.7;90.1;76.65;33.83;23.24;1.63;4.83;0
2018-05-31;31.29;24.76;18.71;93;72.04;42.75;17.81;1.81;4.02;0
2018-05-30;30.76;24.71;20.33;87.7;79.8;48.17;13.07;2.83;4;0
2018-05-29;29.54;24.4;20.14;89.6;81;50.53;13.74;2.86;3.85;0
2018-05-28;;;;;;;;;;
2018-05-27;;;;;;;;;;
2018-05-26;;;;;;;;;;
2018-05-25;;;;;;;;;;
2018-05-24;;;;;;;;;;
2018-05-23;;;;;;;;;;
2018-05-22;;;;;;;;;;
2018-05-21;;;;;;;;;;
2018-05-20;35.14;25.84;16.77;91.1;78.44;33.81;23.69;0.3;3.74;0
2018-05-19;34.03;26.69;19.82;78.23;66.44;30.63;22.17;1.34;4.65;0
2018-05-18;33.76;27.04;19.99;85.6;74.55;40.58;19.98;2.21;4.96;0
2018-05-17;34.83;27.24;21.44;93.2;65.8;35.49;22.08;1.01;4.44;0
2018-05-16;30.37;25.58;22.18;87.4;83.3;53.45;10.77;1.19;2.77;0.2
2018-05-15;34.2;26.93;20.57;87.3;74.59;34.24;22.08;1.91;5.15;0
2018-05-14;34.46;27.25;21.69;84.4;61.18;35.55;22.97;2.48;5.75;0
2018-05-13;34.66;27.19;21.88;89.1;63.68;38.97;23.93;1.05;4.73;0
2018-05-12;34.38;26.35;20.82;91.2;77.27;39.02;21.88;0.88;4.28;0
2018-05-11;32.86;26.48;22.31;83.2;73.83;43;23.74;2.14;5.31;0
2018-05-10;33.44;26.34;20.39;89.5;68.45;40.95;22.64;1.06;4.43;0
2018-05-09;33.24;25.78;19.85;90.8;71.37;37.29;24.53;1.49;4.96;0
2018-05-08;31.64;25.01;18.42;97.1;75.11;47.36;20.47;1.41;4.13;0
2018-05-07;28.49;23.31;19.07;95.7;88.8;69.93;12.65;1;2.56;6.2
2018-05-06;31.02;25.39;19.61;90.4;83.4;47.59;14.22;1.37;3.39;0
2018-05-05;31.33;24.38;18.23;94.1;81.5;47.53;13.29;1.02;3.04;0
2018-05-04;34.47;26.68;20.98;86.5;69.45;40.07;20.95;2.36;5.37;0
2018-05-03;34.6;26.71;21.09;89.5;69.88;37.52;20.74;1.49;4.74;0.3
2018-05-02;33.91;26.86;21.79;87.2;71.56;40.81;19.11;1.39;4.4;0
2018-05-01;31.66;26.06;21.68;89.6;80.9;48.87;17.07;1.23;3.76;0
2018-04-30;31.52;26.31;23.62;80.8;80.8;49.59;15.56;2.05;4.14;0
2018-04-29;33.45;26.75;20.96;87.1;71.34;40.37;22.68;1.43;4.79;0
2018-04-28;30.34;25.9;21.9;87.4;73.27;49.91;15.2;1.24;3.44;0
2018-04-27;33.36;26.17;20.74;93.4;84.5;37.17;24.11;1.28;4.85;0
2018-04-26;32.54;26.11;21.13;92.9;79.73;39.05;24.2;1.21;4.76;0
2018-04-25;32.26;26.21;21.78;86.1;84.2;41.31;21.66;1.19;4.45;0
2018-04-24;31.13;25.83;20.39;88.7;80.7;50.79;20.28;1.05;4;0
2018-04-23;30.03;25.85;21.59;85.5;71.52;55.24;17.05;1.39;3.7;0
2018-04-22;28.95;24.61;21;94.3;74.54;58.96;14.01;1.28;3.07;0.1
2018-04-21;29.25;24.73;21.73;94.9;93.6;66.49;12.46;1.58;2.88;1.4
2018-04-20;32.48;26.33;22.99;88.2;84;49.27;18.54;2.04;4.54;0
2018-04-19;33.3;26.55;20.57;91.8;82.2;39.79;26.15;1.55;5.33;0
2018-04-18;32.49;25.93;20.49;93.9;78.79;42.95;24.13;1.27;4.8;0
2018-04-17;30.78;25.35;20.47;91.4;90.2;52.17;19.68;1.28;4.03;1.5
2018-04-16;31.57;25.55;19.6;91.7;65.62;43.95;22.53;1.14;4.42;0
2018-04-15;31.58;25.64;21.16;89.1;66.49;40.22;23.37;1.14;4.62;0
2018-04-14;33.64;25.93;21.94;96.3;78.8;43.82;24.67;0.65;4.68;0
2018-04-13;29.87;23.63;21.56;96.9;96.2;67.49;8.41;0.2;1.86;25.2
2018-04-12;31.39;25.08;22.11;95.2;95.1;55.67;14.65;0.93;3.24;2.1
2018-04-11;33.91;26.36;20.52;89;70.77;40.17;23.76;0.79;4.61;0.1
2018-04-10;31.65;25.55;20.83;87.1;80.2;36.06;24.74;1.36;4.99;0
2018-04-09;32.92;26.27;21.75;92.1;73.65;39.79;24.2;0.71;4.6;0
2018-04-08;31.42;25.15;20;96.8;91.1;50.35;18.63;0.35;3.47;25.6
2018-04-07;28.49;24.22;20.96;97.2;96;66.55;11.44;0.62;2.43;33.4
2018-04-06;32.25;25.57;21.7;96.3;95.8;49.93;19.66;0.68;3.93;11
2018-04-05;36.04;28.67;23.93;90.4;90.4;36.91;21.86;0.73;4.63;0.1
2018-04-04;36.26;29.83;24.03;81.6;62.01;35.73;25.99;1.02;5.49;0
2018-04-03;34.91;29.01;23.9;78.88;66.34;41.39;25.51;0.99;5.28;0
2018-04-02;34.7;28.17;21.95;81;62.82;38.62;25.56;1.29;5.44;0
2018-04-01;34.9;27.9;22.26;84.7;59.6;36.04;27.6;1.44;5.86;0
2018-03-31;34.29;27.8;21.99;82.4;66.81;37.16;28.94;1.51;6.06;0
2018-03-30;33.79;26.85;21.57;85.5;73.58;37.98;25.15;1.05;5.14;0
2018-03-29;32.05;26.74;23.45;82.2;66.81;45.26;16.5;1.46;4.15;0
2018-03-28;33.16;26.66;21.02;90.5;74.09;43.54;21.74;1.75;5.03;0
2018-03-27;30.35;24.93;22.03;94.8;79.93;57.9;16.76;1.12;3.62;4
2018-03-26;31.34;25.04;21.81;94.2;94.2;46.8;17.86;0.95;3.85;10.9
2018-03-25;32.42;25.74;23.23;89.5;84.8;47.42;15.84;1.29;3.9;12
2018-03-24;33.33;26.47;22.67;93.8;83.2;50.87;16.94;0.78;3.75;0.4
2018-03-23;35.45;28.33;23.63;93.2;93.2;38.29;24.91;1;5.34;15.2
2018-03-22;35.99;29.09;24.32;90.3;76.93;39.49;24.55;1.3;5.59;0
2018-03-21;35.53;28.49;23.31;92.3;85;38.05;24.36;0.76;5.07;4.1
2018-03-20;34.03;28.14;23.71;88.8;88.8;46.31;21.21;1.11;4.73;3.2
2018-03-19;35.6;28.77;24.22;78.87;70.11;39.99;22.5;0.98;5.03;0
2018-03-18;34.42;28.27;23.29;92.3;62.25;41.12;25.38;0.92;5.27;1
2018-03-17;36.32;28.81;23.01;84.4;77.53;38.04;27.95;0.75;5.65;0.7
2018-03-16;35.61;28.74;22.06;75.75;68.02;34.89;29.58;0.71;5.69;0
2018-03-15;35.25;29.16;22.56;87.3;53.77;36.97;26.71;0.97;5.55;0
2018-03-14;35.78;27.91;22.43;96.9;83;40.48;25.53;0.4;5;0.1
2018-03-13;33.15;26.36;22.43;96.4;91.9;52.25;21.06;0.59;4.29;0
2018-03-12;34.98;27.69;23.16;94.3;93;44.36;23.78;0.95;5.1;8.8
2018-03-11;34.08;27.77;22.81;96.7;88.7;47.66;19.92;0.19;3.94;0
2018-03-10;32.58;27.17;23.39;97.3;88.5;57.13;20.47;0.66;4.24;0
2018-03-09;30.52;26.12;23.57;95;94.8;60.92;13.82;0.28;2.91;0.4
2018-03-08;34.4;26.94;23.02;93.7;90.3;47.22;21.28;0.68;4.5;33.8
2018-03-07;35.1;28.81;24.16;86.7;84.4;44.86;25.7;0.94;5.47;0
2018-03-06;36.01;29.13;22.93;92.1;77.95;39.06;29.83;0.66;5.91;0
2018-03-05;35.13;28.32;22.61;91.2;82.3;41.05;27.5;0.54;5.39;0
2018-03-04;34.5;27.77;23.07;91.3;83.6;43.02;22.82;0.81;4.85;0
2018-03-03;35.17;27.52;24.07;88.4;85.7;44.54;21.72;0.66;4.66;0.1
2018-03-02;34.11;27.12;22.18;95.3;81.8;43.59;29.19;0.25;5.41;0
2018-03-01;33.84;26.3;22.75;94.2;91.1;43.82;21.34;1.07;4.73;14.7
2018-02-28;35.32;28.18;24.38;80.8;72.82;35.68;20.42;1.41;5.16;0
2018-02-27;33.21;27.47;24.08;86.3;74.01;46.49;20.61;1.08;4.64;0.1
2018-02-26;33.95;27.81;22.35;82.1;79.4;39.52;27.76;0.81;5.51;0
2018-02-25;35.22;27.71;22.63;91.9;79.96;41.04;23.35;0.43;4.69;0
2018-02-24;33.83;27.34;22.39;95.2;87.1;45.02;26.07;1.19;5.5;7.9
2018-02-23;32.76;26.67;23.21;95.2;90.3;54.04;20.76;0.35;4.18;4.6
2018-02-22;31.89;26.09;20.49;95.3;93.3;50.86;13.88;0.35;2.95;29
2018-02-21;35.77;29.13;24.57;78.76;58.89;35.5;25.84;1.31;5.92;0
2018-02-20;35.63;28.66;24.35;81.6;68.67;39.52;24.34;1.35;5.68;0
2018-02-19;35.04;28.42;24;86.1;80.9;40.09;23.98;1.7;5.79;0
2018-02-18;32.94;26.37;22.13;93.7;86;50.08;18.88;1.34;4.39;0.3
2018-02-17;34.04;26.51;21.89;92.7;92.1;43.73;18.87;2.58;5.31;1
2018-02-16;32.98;27.53;22.73;92.8;61.65;44.97;26.58;1.77;5.82;0
2018-02-15;34.17;27.06;23.46;90.6;90.6;38.95;21.02;2.2;5.58;0.6
2018-02-14;33.21;27.28;23.27;88.9;62.97;44.35;21.94;1.63;5.17;0.4
2018-02-13;32.94;26.78;23.34;90.3;83.8;46.62;19.2;1.34;4.54;2.1
2018-02-12;32.15;25.97;20.54;87.9;83.2;40.48;20.63;1.18;4.58;0
2018-02-11;31.73;26.26;22.61;93;84.9;45.77;24.84;1.45;5.28;0
2018-02-10;30.3;24.43;22.13;95.9;90.9;52.63;15.93;0.81;3.48;5.6
2018-02-09;34.12;27.47;23.4;93.8;89;44.57;21.75;1.08;4.86;9.9
2018-02-08;35.2;28.25;23.69;93.2;77.76;41.95;24.05;1.01;5.3;0.3
2018-02-07;28.2;25.45;23.14;93.1;91;68.73;12.35;1.29;2.88;0.7
2018-02-06;31.96;27.63;24.97;85.1;79.87;53.72;12.91;0.99;3.31;0
2018-02-05;35.8;28.08;22.47;94.4;71.44;37;26.12;0.67;5.35;0
2018-02-04;33.95;26.27;23.12;91.1;91.1;47.13;17.11;1.18;4.19;0.4
2018-02-03;33.33;26.68;23.37;90.9;80.9;49.24;16.92;0.72;3.82;2.9
2018-02-02;36.47;30.18;25.04;83.3;81.5;35.63;26.85;1.06;5.96;0.3
2018-02-01;37.16;29.96;24.23;83.1;54.43;28.42;29.44;1.1;6.39;0
2018-01-31;35.68;27.66;22.79;96.5;63.46;30.34;24.68;0.82;5.28;0
2018-01-30;35.2;27.87;21.78;94.6;94.5;40.87;21.52;1.39;5.13;18.2
2018-01-29;34.28;28.09;23.54;84.6;68.26;43.72;19.42;0.82;4.4;0
2018-01-28;34.85;27.62;23.12;92.5;73.91;38.85;17.82;0.56;3.96;0.1
2018-01-27;34.16;25.62;22.57;93.4;89.4;43.13;15.47;0.84;3.75;5.5
2018-01-26;34.72;27.36;23.5;89.6;88.9;39.18;23.34;1.28;5.38;2
2018-01-25;35.31;28.96;23.88;69.43;60.72;33.88;25.87;1.6;6.21;0
2018-01-24;35.99;28.86;23.92;75.84;61.93;32.6;22.18;2.27;6.37;0
2018-01-23;36.13;29.36;23.46;72.42;62.14;27.86;28.53;3;7.97;0
2018-01-22;37.41;29.66;22.88;71.74;53.3;25.94;31.34;2.75;8.34;0
2018-01-21;36.58;29.54;22.96;70.78;50.2;30.45;29.49;2.09;7.29;0
2018-01-20;34.12;28.2;24.09;77.02;52.48;35.74;17.78;1.65;4.97;0
2018-01-19;35.69;29.14;24.52;74.11;74.11;31.92;24.43;3.04;7.31;0
2018-01-18;36;29.21;23.73;72.96;54.11;27.52;28.64;3.17;8.11;0
2018-01-17;35.75;28.6;22.18;76.37;59.88;30.21;27.5;3.06;7.68;0
2018-01-16;34.47;28.49;22.95;78.67;58.79;31.54;24.82;3.37;7.31;0
2018-01-15;35.87;29.06;23.41;81.3;56.81;26.07;27.93;3.59;8.24;0
2018-01-14;35.04;27.73;23.91;82.3;71.63;37.92;21.6;1.79;5.61;4
2018-01-13;32;27.62;23.25;81.3;65.37;47.67;21.6;2.1;5.31;0
2018-01-12;33.75;27.12;22.62;76.4;59.47;40;19.44;1.61;5.03;0
2018-01-11;31.22;27.16;24.54;72.27;58.22;47.08;13.92;2.04;4.34;0
2018-01-10;35.59;29.18;25.04;73.27;64.58;30.98;22.16;2.43;6.55;0
2018-01-09;35.33;28.72;23.27;72.81;64.1;31.31;30.09;3.17;8.05;0
2018-01-08;34.38;28.38;22.61;79.32;51.31;32.3;29.72;2.43;7.18;0
2018-01-07;35.29;28.22;23.33;81;52.62;31.93;25.38;1.77;6.22;0
2018-01-06;33.1;26.68;22.49;93.3;74.51;44.79;21.48;0.89;4.61;1.6
2018-01-05;29.72;24.35;21.13;93.7;89.8;62.64;9.82;0.82;2.45;4.6
2018-01-04;31.82;26.93;21;92.3;78.68;50.21;22.19;1.14;4.68;7
